date,race_id,race_no,track,distance,start_type,field_size,horse,winner,won,model_rank,is_model_rank_1,score_gap_to_top,total_score,speed_score,record_score,form_score,stallform_score,latest_start_score,post_score,driver_score,driver_change_score,starts_score,win_score,place_score,spel_score,prize_money_score,recent_prize_score,class_change_score,avg_odds_score,wagon_score,shoe_score,inactivity_score,distance_addition_score,gender_score,gallop_score,avg_time,avg_odds,starts,wins,seconds,thirds,win_percent,place_percent,percent,prize_money,post,number,raw
20251227,20251227_1,1,lördag 16:11,2640,auto,12,1 Hankypanky Slander,Readly Winner,0,9,0,71,82,10,10,20,0,5,0,0,0,10,4,8,25,0,0,0,0,0,0,-10,0,0,0,15.23,15.38,23,2,4,5,8.7,47.8,0,273500,1,1,"1 Hankypanky Slanderv5
Kristian Lindberg(Lin Kr)
2%
2640 : 1
273 500
9%
232-4-5
Kristian Lindberg
Vanlig
13,4aK
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-09
Axevalla-7
Kristian Lindberg
3
2140 : 13
15,0a
6,41
40'
Amerikansk
2025-11-30
Färjestad-6
Per Linderoth
2
1640 : 12
15,2a
15,98
35'
Amerikansk
(n)
2025-11-14
Eskilstuna-7
Per Linderoth
4
2140 : 14
15,2a
6,68
35'
Vanlig
2025-11-03
Årjäng-3
Kristian Lindberg
3
2640 : 12
15,3a
29,63
25'
Amerikansk
2025-08-14
Färjestad-8
Kristian Lindberg
0
2640 : 2
17,3a
18,19
35'
Amerikansk"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,2 Readly Winner,Readly Winner,1,1,1,0,153,17,17,38,0,10,0,15,0,5,20,16,25,0,0,0,0,0,0,-10,0,0,0,14.8,3.74,6,3,1,1,50.0,83.3,0,276500,2,2,"2 Readly Winnerv3
Magnus A Djuse(Dju Ma)
50%
2640 : 2
276 500
50%
63-1-1
Mattias Djuse
Vanlig
13,9aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-03
Bergsåker-2
Mats E Djuse
1
2140 : 6
14,3a
3,24
100'
Vanlig
2025-11-15
Eskilstuna-10
Magnus A Djuse
3
2640 : 4
15,8a
4,49
125'
Vanlig
2025-10-29
Solvalla-2
Magnus A Djuse
1
2140 : 11
13,9a
5,87
60'
Vanlig
2025-10-16
Romme-3
Magnus A Djuse
4
2140 : 7
15,2a
2,45
40'
Vanlig
2025-09-23
Eskilstuna-3
Magnus A Djuse
1
2140 : 3
15,7
2,67
50'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,3 Sundancekid,Readly Winner,0,2,0,15,138,8,8,47,0,10,0,0,0,5,25,20,25,0,0,0,0,0,0,-10,0,0,0,15.62,5.95,9,6,2,0,66.7,88.9,0,261500,3,3,"3 Sundancekidv4
Kevin Svedlund(Sve Ke)
19%
2640 : 3
261 500
67%
96-2-0
Kevin Svedlund
Vanlig
15,6aL
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-07
Romme-5
Kevin Svedlund
1
2640 : 2
16,3a
1,81
40'
Vanlig
(n)
2025-11-17
Bollnäs-3
Kevin Svedlund
1
2640 : 4
15,6a
2,09
35'
Vanlig
2025-11-01
Romme-3
Kevin Svedlund
2
2640 : 8
15,5
18,90
125'
Vanlig
2025-10-13
Bollnäs-6
Kevin Svedlund
1
2140 : 3
14,7
4,88
35'
Vanlig
2025-09-28
Dannero-8
Kevin Svedlund
1
2140 : 1
16,0
2,05
25'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,4 Sunshine Tooma,Readly Winner,0,10,0,74,79,20,20,7,0,0,0,0,0,10,0,0,25,0,6,6,0,0,0,-10,0,-5,0,14.57,88.89,18,1,3,0,5.6,22.2,0,231400,4,4,"4 Sunshine Toomas3
Oskar Kylin Blom(Kyl Os)
1%
2640 : 4
231 400
6%
181-3-0
Oskar Kylin Blom
Vanlig
13,0aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-11-15
Eskilstuna-5
Oskar Kylin Blom
0
2140 : 11
16,8g
33,15
125'
Vanlig
2025-11-02
Solvalla-4
Oskar Kylin Blom
d
2140 : 12
11ag
275,13
200'
Amerikansk
2025-09-30
Eskilstuna-9
Oskar Kylin Blom
2
2140 : 7
14,5
16,60
100'
Vanlig
2025-09-15
Eskilstuna-6
Oskar Kylin Blom
d
2140 : 1
kub4ag
9,33
40'
Amerikansk
2025-07-30
Visby-4
Oskar Kylin Blom
6
2120 : 2
14,0a
110,26
125'
Amerikansk"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,5 Orion,Readly Winner,0,3,0,37,116,24,24,24,0,0,0,15,0,10,4,0,25,0,0,0,0,0,0,-10,0,0,0,13.5,27.57,18,2,2,0,11.1,22.2,0,235250,5,5,"5 Orionv3
Mats E Djuse(Mel St)
5%
2640 : 5
235 250
11%
182-2-0
Stefan Melander
Amerikansk
12,7aK
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-17
Solvalla-7
Mats E Djuse
0
2140 : 6
15,3a
41,02
150'
Amerikansk
2025-11-26
Solvalla-10
Magnus A Djuse
2
1640 : 9
12,7a
6,75
80'
Amerikansk
2025-11-02
Solvalla-6
Magnus A Djuse
0
2140 : 4
13,0a
71,72
200'
Amerikansk
2025-10-22
Solvalla-8
Mats E Djuse
2
1640 : 2
13,1a
10,33
60'
Amerikansk
2025-10-10
Solvalla-6
Magnus A Djuse
1
2140 : 2
14,2a
8,05
60'
Amerikansk"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,6 Bruce Braylon,Readly Winner,0,6,0,57,96,15,15,15,0,3,0,0,0,5,16,12,25,0,0,0,0,0,0,-10,0,0,0,14.98,5.02,10,3,1,2,30.0,60.0,0,259800,6,6,"6 Bruce Braylonh3
Per Lennartsson(Len Pe)
16%
2640 : 6
259 800
30%
103-1-2
Per Lennartsson
Vanlig
14,0aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-17
Solvalla-7
Per Lennartsson
4
2140 : 3
14,7a
10,65
150'
Vanlig
2025-12-10
Solvalla-8
Per Lennartsson
3
2140 : 1
15,0a
3,81
80'
Vanlig
2025-11-19
Solvalla-5
Per Lennartsson
5
2140 : 2
14,0ag
2,86
80'
Vanlig
2025-11-03
Eskilstuna-4
Per Lennartsson
3
2160 : 4
14,3
5,28
50'
Vanlig
2025-10-21
Eskilstuna-8
Per Lennartsson
0
2140 : 9
17,9g
2,49
35'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,7 Konnässör,Readly Winner,0,11,0,79,74,13,13,17,0,0,0,0,0,10,4,2,25,0,0,0,0,0,0,-10,0,0,0,15.13,23.75,23,2,3,3,8.7,34.8,0,233100,7,7,"7 Konnässörh4
Jenny A Björk(Trä Ma)
0%
2640 : 7
233 100
9%
232-3-3
Magnus Träff
Vanlig
14,0aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-15
Romme-4
Kaj Widell
6
2140 : 12
15,6a
61,38
40'
Vanlig
2025-11-26
Romme-1
Jenny A Björk
2
2140 : 5
15,3a
19,15
40'
Vanlig
2025-11-13
Gävle-4
Felicia Molin
3
2140 : 5
14,4a
18,86
40'
Vanlig
2025-10-03
Rättvik-9
Jorma Kontio
7
2640 : 3
16,2
10,92
30'
Vanlig
2025-09-23
Bollnäs-3
Tomas Pettersson
3
2640 : 1
15,3a
8,45
35'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,8 Fleafire,Readly Winner,0,8,0,64,89,15,15,18,0,2,0,4,0,10,8,2,25,0,0,0,0,0,0,-10,0,0,0,14.95,7.73,30,5,3,3,16.7,36.7,0,278600,8,8,"8 Fleafirev5
Rikard N Skoglund(Lyc Vi)
1%
2640 : 8
278 600
17%
305-3-3
Viktor Lyck
Amerikansk
14,5aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-15
Romme-4
Rikard N Skoglund
5
2140 : 11
15,0a
9,79
40'
Amerikansk
2025-11-20
Örebro-8
Magnus Jakobsson
3
2609 : 3
15,6a
2,28
35'
Amerikansk
2025-11-07
Rättvik-6
Rikard N Skoglund
2
2160 : 1
15,2
4,83
30'
Vanlig
2025-10-20
Mantorp-4
Ulf Ohlsson
5
2140 : 10
14,5a
10,92
35'
Amerikansk
2025-10-06
Romme-3
Rikard N Skoglund
5
2140 : 3
14,9a
10,83
40'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,9 Moss Wood,Readly Winner,0,12,0,87,66,1,1,18,0,0,0,8,0,15,8,0,25,0,0,0,0,0,0,-10,0,0,0,15.78,38.43,38,5,0,5,13.2,26.3,0,287964,9,9,"9 Moss Woodv5
Claes Sjöström(Åhl Th)
0%
2640 : 9
287 964
13%
385-0-5
Thomas Åhlund
Amerikansk
15,7aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-11-26
Solvalla-7
Ida Strömbäck
6
2140 : 9
16,1a
91,18
60'
Amerikansk
2025-11-17
Bollnäs-3
Linus Lönn
3
2640 : 11
15,9a
40,70
35'
Amerikansk
2025-11-01
Romme-1
Kevin Svedlund
8
2140 : 5
15,5
45,73
125'
Vanlig
2025-10-25
Bergsåker-7
Kenth Åkerlund
1
2160 : 3
15,6
3,19
12'
Vanlig
2025-09-21
Hagmyren-5
Fredrik Plassen
4
2680 : 3
15,9g
11,34
25'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,10 Tulinas Eddie,Readly Winner,0,7,0,61,92,10,10,30,0,5,0,0,0,10,4,8,25,0,0,0,0,0,0,-10,0,0,0,15.22,24.06,25,2,4,7,8.0,52.0,0,272800,10,10,"10 Tulinas Eddiev4
Tamara Skutnabb(Sku Ta)
3%
2640 : 10
272 800
8%
252-4-7
Tamara Skutnabb
Vanlig
13,6aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-13
Östersund-3
Tamara Skutnabb
3
2140 : 4
14,6a
29,55
125'
Vanlig
(n)
2025-11-25
Bergsåker-5
Tamara Skutnabb
2
2140 : 10
15,2a
23,06
40'
Vanlig
2025-11-18
Bergsåker-8
Jenny A Björk
3
2640 : 2
16,5a
3,54
40'
Vanlig
2025-10-30
Bergsåker-7
Vincent Eliasson
4
2140 : 9
14,7a
22,15
40'
Vanlig
2025-10-17
Gävle-6
Tamara Skutnabb
1
3140 : 13
16,7a
41,98
35'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,11 Take Him Sober,Readly Winner,0,4,0,38,115,22,22,13,0,0,0,15,0,10,16,2,25,0,0,0,0,0,0,-10,0,0,0,14.37,7.77,16,4,1,1,25.0,37.5,0,253400,11,11,"11 Take Him Soberv4
Carl Johan Jepson(Wal Fr)
2%
2640 : 11
253 400
25%
164-1-1
Fredrik Wallin
Vanlig
13,5aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-06
Åby-2
Magnus A Djuse
7
1640 : 6
13,8a
15,16
75'
Amerikansk
2025-11-28
Bollnäs-9
Rikard N Skoglund
1
1640 : 3
15,5a
1,37
15'
Amerikansk
2025-09-17
Solvalla-3
Henrik Kihle
0
2140 : 2
15,0ag
6,60
60'
Vanlig
2025-09-05
Gävle-10
Rikard N Skoglund
4
2160 : 5
14,8
5,22
40'
Vanlig
2025-08-03
Dannero-9
Rikard N Skoglund
6
2140 : 1
13,6a
10,51
100'
Vanlig"
20251227,20251227_1,1,lördag 16:11,2640,auto,12,12 Viewing Window,Readly Winner,0,5,0,55,98,13,13,24,0,7,0,0,0,10,12,4,25,0,0,0,0,0,0,-10,0,0,0,15.1,23.98,26,6,3,3,23.1,46.2,0,271000,12,12,"12 Viewing Windowv4
Marcus Lilius(Gus Jo)
1%
2640 : 12
271 000
23%
266-3-3
Jonathan Gustafsson
Vanlig
12,7aK
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-15
Romme-4
Marcus Lilius
2
2140 : 8
14,7a
26,21
40'
Vanlig
2025-12-07
Romme-5
Hannah Gustavsson
2
2640 : 3
16,4a
10,67
40'
Vanlig
(n)
2025-11-26
Solvalla-7
Jari Åkerfeldt
0
2140 : 12
16,3ag
20,44
60'
Vanlig
2025-11-09
Umåker-7
Hannah Gustavsson
1
2140 : 6
14,6
3,66
25'
Vanlig
2025-11-01
Romme-3
Peter Untersteiner
8
2660 : 6
15,9
58,92
125'
Vanlig"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,1 Lille Rose G.L.,Läckra Lizzie,0,2,0,46,132,15,15,36,0,10,0,0,0,5,20,16,25,0,0,0,0,0,0,-10,0,0,0,29.02,3.37,13,4,1,2,30.8,53.8,0,286106,1,1,"1 Lille Rose G.L.s4
Oskar Kylin Blom(Kyl Os)
15%
2140 : 1
286 106
31%
134-1-2
Oskar Kylin Blom
Vanlig
29,4aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-10
Bergsåker-2
Mats E Djuse
1
2160 : 1
30,5
1,53
45'
Vanlig
2025-12-01
Romme-8
Ulf Ohlsson
4
2140 : 2
28,7
4,73
50'
Vanlig
2025-10-26
Umåker-3
Oskar Kylin Blom
4
2200 : 1
28,1
2,34
100'
Vanlig
2025-10-09
Gävle-7
Ole Johan Östre
1
2180 : 2
27,6
3,67
75'
Vanlig
2025-09-23
Bollnäs-2
Oskar Kylin Blom
1
2140 : 7
29,8a
4,58
45'
Vanlig"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,2 Pårs Carla,Läckra Lizzie,0,9,0,109,69,10,10,5,0,0,0,0,0,15,12,2,25,0,0,0,0,0,0,-10,0,0,0,30.42,48.27,60,5,2,4,8.3,18.3,0,297698,2,2,"2 Pårs Carlas7
Kristina Gust(Frö An)
0%
2140 : 2
297 698
8%
605-2-4
Anna Frössevi Ericsson
Vanlig
27,3aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-14
Eskilstuna-5
Kristina Gust
d
2220 : 1
9g
55,65
35'
Vanlig
2025-12-04
Gävle-3
Kristina Gust
3
2140 : 1
31,2
12,34
40'
-
(m)
2025-11-21
Romme-4
Kristina Gust
0
2140 : 6
29,5a
81,65
40'
Vanlig
2025-11-13
Gävle-3
Mats E Djuse
0
2640 : 5
32,8g
34,06
50'
Vanlig
2025-10-21
Eskilstuna-10
Elin Frössevi Skogh
7
2140 : 2
31,3
57,63
35'
Vanlig"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,3 Supersnorpan,Läckra Lizzie,0,8,0,93,85,13,13,10,0,5,0,0,0,15,12,2,25,0,0,0,0,0,0,-10,0,0,0,29.32,52.65,55,5,2,4,9.1,20.0,0,347100,3,3,"3 Supersnorpans6
Michaela B Fransson(Bos Ki)
0%
2140 : 3
347 100
9%
555-2-4
Kim Boström
Vanlig
27,9aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-10
Bergsåker-2
Michaela B Fransson
3
2180 : 2
30,3
85,74
45'
Vanlig
2025-12-01
Romme-8
Michaela B Fransson
7
2140 : 6
29,7
63,22
50'
Vanlig
2025-11-21
Romme-4
Michaela B Fransson
6
2140 : 3
27,9a
47,65
40'
Vanlig
2025-11-13
Gävle-3
Michaela B Fransson
6
2640 : 4
30,7
62,11
50'
Vanlig
2025-10-30
Bergsåker-8
Ulf Ohlsson
3
2140 : 2
29,4a
4,54
40'
Amerikansk"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,4 Vinner Lilja,Läckra Lizzie,0,1,1,0,178,22,22,42,0,7,0,15,0,10,25,20,25,0,0,0,0,0,0,-10,0,0,0,27.5,2.78,19,9,4,2,47.4,78.9,0,369527,4,4,"4 Vinner Liljas5
Carl Johan Jepson(Ols DL)
69%
2140 : 4
369 527
47%
199-4-2
Diana L Olsson
Amerikansk
25,8aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-05
Bollnäs-6
Trond Möretrö
2
2140 : 10
28,1a
2,04
45'
Amerikansk
2025-11-21
Romme-4
Trond Möretrö
1
2140 : 1
27,3a
1,87
40'
Amerikansk
2025-10-28
Bjerke-7
Per Oleg Midtfjeld
1
2100 : 5
26,6a
3,40
39'
Amerikansk
2025-10-09
Gävle-1
Trond Möretrö
1
2180 : 4
30,1
2,15
50'
Vanlig
2025-09-27
Biri-2
Per Oleg Midtfjeld
3
1609 : 11
27,1ag
4,44
24'
Amerikansk"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,5 Stavre Maggan,Läckra Lizzie,0,7,0,79,99,22,22,11,0,0,0,0,0,5,12,12,25,0,0,0,0,0,0,-10,0,0,0,27.54,53.83,11,1,2,2,9.1,45.5,0,387012,5,5,"5 Stavre Maggans4
Fredrik Fransson(Fra Fr)
1%
2140 : 5
387 012
9%
111-2-2
Fredrik Fransson
Amerikansk
27,5aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-09-14
Bjerke-1
Øystein Tjomsland
0
1660 : 3
26,6
7,44
39'
Vanlig
2025-08-09
Östersund-6
Vidar Tjomsland
0
2140 : 6
uag
24,94
600'
Amerikansk
2025-07-28
Östersund-7
Öystein Tjomsland
4
2140 : 5
27,5a
9,66
50'
Amerikansk
2025-07-09
Sörlandet-5
Öystein Tjomsland
3
1680
26,2
--
5,90
-
2025-06-28
Forus-10
Øystein Tjomsland
4
2060 : 3
28,0
3,77
49'
Vanlig
6 Väskinge Inezs10
Nathalie Blom(Blo Na)
0%
2140 : 6
398 300
7%
584-9-3
Nathalie Blom
Vanlig
26,6aK
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-01-24
Bollnäs-4
Nathalie Blom
4
1640 : 4
29,3a
12,49
35'
Vanlig
2024-12-21
Romme-3
Nathalie Blom
7
2140 : 10
29,6a
87,09
40'
Vanlig
2024-11-18
Bollnäs-4
Nathalie Blom
0
2140 : 1
29,3
7,61
50'
Vanlig
2024-10-22
Gävle-2
Nathalie Blom
2
2140 : 1
28,6
27,07
25'
Vanlig
2024-09-27
Gävle-5
Nathalie Blom
0
2140 : 5
27,5a
65,26
30'
Vanlig
7 Hvalstad Gydas10
Rikard N Skoglund(Wil Ro)
1%
2140 : 7
518 500
14%
568-4-5
Robert Wilhelmsson
Vanlig
24,9aK
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-11-27
Gävle-6
Robert Wilhelmsson
0
2140 : 6
28,9a
119,02
35'
Vanlig
2025-11-10
Bollnäs-5
Robert Wilhelmsson
6
1640 : 9
25,7
189,73
50'
Vanlig
2025-10-24
Bollnäs-10
Robert Wilhelmsson
d
1640 : 2
10ag
84,38
35'
Vanlig
(n)
2025-10-19
Hagmyren-3
Robert Wilhelmsson
d
2160 : 5
10g
62,44
25'
Vanlig
2025-09-25
Bergsåker-9
Robert Wilhelmsson
0
2140 : 2
26,9
52,67
60'
Vanlig"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,8 Lokatt,Läckra Lizzie,0,6,0,75,103,17,17,19,0,0,0,0,0,15,12,8,25,0,0,0,0,0,0,-10,0,0,0,28.02,20.94,49,5,9,4,10.2,36.7,0,553700,8,8,"8 Lokatts6
Linda S Hedström(Hed LS)
1%
2140 : 8
553 700
10%
495-9-4
Linda S Hedström
Vanlig
28,4aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-13
Östersund-6
Linda S Hedström
6
2140 : 2
27,9
61,83
200'
Vanlig
(n)
2025-11-08
Bergsåker-1
Linda S Hedström
7
2180 : 1
28,2
26,36
100'
Vanlig
2025-10-19
Hagmyren-3
Linda S Hedström
2
2160 : 6
26,9
9,00
25'
Vanlig
2025-10-10
Umåker-7
Ingvar Nyberg
1
2160 : 2
28,6
3,63
50'
Vanlig
2025-09-22
Solänget-8
Linda S Hedström
5
1640 : 5
28,1
3,87
30'
Vanlig"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,9 Myllkärr Christina,Läckra Lizzie,0,5,0,60,118,17,17,27,0,3,0,0,0,15,8,16,25,0,0,0,0,0,0,-10,0,0,0,28.03,16.75,36,1,7,11,2.8,52.8,0,461200,9,9,"9 Myllkärr Christinas5
Pierre Nyström(Nys LL)
3%
2140 : 9
461 200
3%
361-7-11
Lise-Lotte Nyström
Vanlig
26,6aK
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-15
Romme-2
Pierre Nyström
4
2140 : 13
28,2a
18,24
45'
Vanlig
2025-12-01
Romme-8
Pierre Nyström
3
2160 : 3
27,9
22,66
50'
Vanlig
2025-11-13
Gävle-3
Pierre Nyström
2
2660 : 2
29,3
13,94
50'
Vanlig
2025-10-21
Eskilstuna-10
Pierre Nyström
5
2140 : 1
28,3
9,29
35'
Vanlig
2025-09-18
Gävle-5
Pierre Nyström
1
2640 : 7
27,9a
19,63
35'
Vanlig"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,10 Kjempa Re,Läckra Lizzie,0,4,0,57,121,20,20,20,0,0,0,15,0,15,12,4,25,0,0,0,0,0,0,-10,0,0,0,27.84,16.55,31,3,5,2,9.7,32.3,0,490300,10,10,"10 Kjempa Res4
Magnus A Djuse(Fra Fr)
3%
2140 : 10
490 300
10%
313-5-2
Fredrik Fransson
Amerikansk
27,4aM
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-01
Romme-8
Magnus A Djuse
0
2160 : 1
29,1
7,58
50'
Vanlig
2025-11-13
Gävle-3
Tomas Pettersson
0
2660 : 4
ug
2,43
50'
Vanlig
2025-10-26
Umåker-3
Krister Söderholm
1
2220 : 4
26,6
27,76
100'
Vanlig
2025-10-16
Östersund-1
Henrik Kihle
3
2140 : 4
29,5a
5,40
50'
Amerikansk
2025-10-09
Gävle-7
Magnus A Djuse
3
2220 : 1
26,6
39,60
75'
Vanlig"
20251227,20251227_2,2,lördag 16:37,2140,auto,9,11 Läckra Lizzie,Läckra Lizzie,1,3,0,49,129,24,24,22,0,5,0,0,0,15,16,8,25,0,0,0,0,0,0,-10,0,0,0,26.93,29.49,43,7,5,5,16.3,39.5,0,545850,11,11,"11 Läckra Lizzies5
Robert Wilhelmsson(Wil Ro)
7%
2140 : 11
545 850
16%
437-5-5
Robert Wilhelmsson
Vanlig
25,6aK
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-13
Östersund-6
Robert Wilhelmsson
3
2140 : 3
27,6
29,30
200'
Vanlig
(n)
2025-12-01
Romme-8
Robert Wilhelmsson
2
2160 : 4
27,8
17,91
50'
Vanlig
2025-11-08
Bergsåker-1
Robert Wilhelmsson
3
2160 : 2
27,6
22,11
100'
Vanlig
2025-11-01
Romme-2
Robert Wilhelmsson
7
1640 : 2
26,1a
59,28
40'
Vanlig
2025-10-19
Hagmyren-3
Madelene Johansson
3
2160 : 1
26,9
18,85
25'
Vanlig"
20251227,20251227_3,3,lördag 18:04,2140,volt,15,1 Ozzy de Veluwe,Evergreen Bar,0,8,0,72,88,8,8,13,0,10,0,0,0,10,20,4,25,0,0,0,0,0,0,-10,0,0,0,15.76,38.25,25,3,3,1,12.0,28.0,0,212300,1,1,"1 Ozzy de Veluwev4
Hanna Forslin(Per Su)
4%
2140 : 1
212 300
12%
253-3-1
Susanne Persson
Vanlig
14,6M
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-11-22
Bollnäs-4
Hanna Forslin
1
1640 : 1
14,0a
3,00
12'
Vanlig
2025-11-08
Bergsåker-3
Hanna Forslin
0
2160 : 7
21,2g
104,39
75'
Vanlig
2025-10-28
Gävle-6
Clas Jonsson
4
2140 : 12
15,3a
33,56
35'
Vanlig
2025-10-19
Hagmyren-6
Micael Melander
0
2160 : 1
ug
11,64
50'
Vanlig
2025-09-24
Solvalla-6
Hanna Forslin
0
2140 : 7
13,7a
38,64
80'
Vanlig"
20251227,20251227_3,3,lördag 18:04,2140,volt,15,2 Allanso Pagani,Evergreen Bar,0,13,0,96,64,1,1,13,0,0,0,0,0,10,20,4,25,0,0,0,0,0,0,-10,0,0,0,16.12,28.29,18,3,2,0,16.7,27.8,0,258400,2,2,"2 Allanso Paganiv6
Jorma Kontio(Kav Is)
15%
2140 : 2
258 400
17%
183-2-0
Isabel Kavaltzi Jaganjac
Vanlig
15,3M
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-11-19
Solvalla-4
Per Lennartsson
0
2160 : 9
18,0g
48,18
80'
Vanlig
2025-11-05
Solvalla-8
Rikard N Skoglund
4
2140 : 8
13,7a
43,13
60'
Vanlig
2025-10-10
Solvalla-3
Aleksi Flink
0
2140 : 6
15,7a
11,25
60'
Vanlig
2025-10-01
Solvalla-4
Kai P Jussila
1
2140 : 5
13,8a
29,12
60'
Vanlig
2025-09-03
Solvalla-4
Mats E Djuse
0
2160 : 5
20,2g
9,75
60'
Vanlig"
20251227,20251227_3,3,lördag 18:04,2140,volt,15,3 Longlegprincess,Evergreen Bar,0,15,0,114,46,1,1,2,0,0,0,0,0,20,12,0,25,0,0,0,0,0,0,-10,0,-5,0,16.58,73.0,80,2,2,5,2.5,11.2,0,233300,3,3,"3 Longlegprincesss9
Frida Asplund(Asp Fr)
0%
2140 : 3
233 300
3%
802-2-5
Frida Asplund
Vanlig
16,0M
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-11-28
Bollnäs-9
Emma Lindkvist
7
1640 : 10
16,9a
65,36
15'
Vanlig
2025-11-06
Gävle-8
Frida Asplund
7
2160 : 5
16,7g
80,65
12'
Vanlig
2025-10-27
Eskilstuna-1
Frida Asplund
7
2160 : 1
16,0
ejsp
20'
Vanlig
2025-09-24
Gävle-1
Frida Asplund
7
2160 : 5
17,0
ejsp
12'
Vanlig
2025-09-06
Lindesberg-1
Frida Asplund
5
2160 : 5
16,9g
ejsp
15'
Vanlig"
20251227,20251227_3,3,lördag 18:04,2140,volt,15,4 Dare,Evergreen Bar,0,11,0,82,78,8,8,8,0,5,0,0,0,15,20,4,25,0,0,0,0,0,0,-10,0,-5,0,15.74,44.3,34,4,3,2,11.8,26.5,0,246400,4,4,"4 Dares5
Petter Lundberg(Nor Jo)
0%
2140 : 4
246 400
12%
()
344-3-2
Johanna Nordenankar
-
14,7M
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-10
Solvalla-4
Petter Lundberg
3
2160 : 1
15,9
57,53
60'
Vanlig
2025-11-08
Visby-9
Stefan Persson
d
2120 : 5
uag
8,44
30'
Vanlig
2025-10-30
Visby-2
Eva Lundahl
6
2120 : 8
16,0ag
84,32
30'
Vanlig
2025-10-20
Visby-8
Eva Lundahl
4
1640 : 1
15,2
8,27
15'
Vanlig
2025-10-09
Visby-1
Sandra Blixt
7
2140 : 2
16,9
62,96
30'
Vanlig"
20251227,20251227_3,3,lördag 18:04,2140,volt,15,5 Joker d'Inverne,Evergreen Bar,0,12,0,92,68,10,10,0,0,0,0,4,0,15,12,2,25,0,0,0,0,0,0,-10,0,0,0,15.62,91.36,48,2,2,4,4.2,16.7,0,224145,4,5,"5 Joker d'Invernev8
Ulf Ohlsson(Jac Pa)
1%
2140 : 4
224 145
4%
482-2-4
Patrik Jacobsson
Vanlig
15,1M
Trend%:
-
Senaste 5 starterna
Formrader
VIDEO
2025-12-17
Solvalla-7
Rikard N Skoglund
0
2140 : 9
15,2a
125,03
150'
Vanlig
2025-11-12
Solvalla-9
Mika Forss
7
2140 : 11
14,6a
101,38
80'
Amerikansk
2025-11-05
Solvalla-8
Jorma Kontio
6
2140 : 7
13,9a
98,41
60'
Vanlig
2025-10-27
Eskilstuna-13
Göran Jansson
k
2140 : 3
19,3
--
gdk
-
(k)
2025-08-30
Eskilstuna-4
Göran Jansson
d
2140 : 5
kubag
40,63
20'
Vanlig
Tillägg: 20 meter"
