date,race_id,horse,speed_score_race_rank,win_score_race_rank,place_score_race_rank,driver_score_race_rank,form_score_race_rank,record_score_race_rank,starts_score_race_rank,latest_start_score_race_rank,spike_score_race_rank
20251217,20251217_8,Ever Forever Gars5,0.2027491408934708,0.10481099656357389,0.1872852233676976,0.16151202749140894,0.10481099656357389,0.08419243986254296,0.15463917525773196,0.0,0.0
20251220,20251220_2,Starmanv4,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
20251227,20251227_2,Läckra Lizzies5,0.28662420382165604,0.18471337579617833,0.0,0.0,0.0,0.18471337579617833,0.2356687898089172,0.10828025477707007,0.0
20260311,20260311_4,Micke Stingv6,0.1987673343605547,0.12480739599383667,0.20801232665639446,0.10323574730354391,0.0,0.05701078582434515,0.0,0.16640986132511557,0.14175654853620956
20260314,20260314_4,Voje Dinoh7,0.0,0.3125,0.3125,0.375,0.0,0.0,0.0,0.0,0.0
20260328,20260328_4,Halina S.H.s4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
20260328,20260328_7,Diva Eks7,0.37142857142857144,0.34285714285714286,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
20260506,20260506_5,Gentletronv10,0.0,0.0,0.0,0.41935483870967744,0.3548387096774194,0.0,0.0,0.22580645161290322,0.0
