date,race_id,horse,record_score_race_rank,starts_score_race_rank,win_score_race_rank,place_score_race_rank,speed_score_race_rank,latest_start_score_race_rank,spike_score_race_rank,form_score_race_rank,driver_score_race_rank
20251231,20251231_5,Jeu Set Et Matchv6,0.2711864406779661,0.288135593220339,0.22033898305084745,0.22033898305084745,0.0,0.0,0.0,0.0,0.0
20251231,20251231_6,Spirit of Lovev5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
20251231,20251231_8,Shadow Moonh4,0.0,0.0,0.3125,0.3125,0.0,0.375,0.0,0.0,0.0
20260207,20260207_5,Louis Vuittonv5,0.0,0.3804347826086957,0.0,0.13043478260869565,0.06521739130434782,0.15217391304347827,0.15217391304347827,0.11956521739130435,0.0
20260221,20260221_7,Västerbo Trampv10,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
20260228,20260228_4,Flotillav6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
20260307,20260307_7,Lövdala Kenjiv6,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
20260415,20260415_1,Thai Ohiov7,0.1724137931034483,0.21839080459770116,0.1724137931034483,0.25287356321839083,0.0,0.16091954022988506,0.0,0.0,0.022988505747126436
20260418,20260418_6,Bellton Memphisv5,0.0,0.391304347826087,0.06521739130434782,0.0,0.0,0.0,0.30434782608695654,0.2391304347826087,0.0
